reaction_id,equation,gpr,g0
G3PAT180_num5,glyc3p_c + ocdcaACP_c --> 1odecg3p_c + ACP_c,Cgl2892,0.0
G3PAT181_num2,glyc3p_c + octeACP_c --> 1odec11eg3p_c + ACP_c,Cgl2254,-0.0
G3PAT181_num3,glyc3p_c + octeACP_c --> 1odec11eg3p_c + ACP_c,Cgl2755,-0.0
G3PAT181_num4,glyc3p_c + octeACP_c --> 1odec11eg3p_c + ACP_c,Cgl2858,-0.0
G3PAT181_num5,glyc3p_c + octeACP_c --> 1odec11eg3p_c + ACP_c,Cgl2892,-0.0
LPLIPAL1A180pp_num2,1odecg3p_c + h2o_c --> glyc3p_c + h_c + ocdca_c,Cgl0081,-28.6
GAPD_num2,g3p_c + nad_c + pi_c --> 13dpg_c + h_c + nadh_c,Cgl1588,0.1
GLCP_num2,glycogen_c + pi_c --> g1p_c,Cgl2087,811.0
GLCP2_num2,bglycogen_c + pi_c --> g1p_c,Cgl2087,0.0
PGM_num2,3pg_c --> 2pg_c,Cgl2236,4.3
PGM_num3,3pg_c --> 2pg_c,Cgl2350,4.3
PGM_num4,3pg_c --> 2pg_c,,4.3
PGM_num5,3pg_c --> 2pg_c,Cgl0402,4.3
PYK_num2,adp_c + h_c + pep_c --> atp_c + pyr_c,Cgl2910,-24.5
HSTPT_num2,glu__L_c + imacp_c --> akg_c + hisp_c,Cgl2101,9.5
CAt6pp_num2,ca2_c + na1_e --> ca2_e + na1_c,Cgl2731,0.0
CAt6pp_num3,ca2_c + na1_e --> ca2_e + na1_c,Cgl2729,0.0
CAt6pp_num4,ca2_c + na1_e --> ca2_e + na1_c,Cgl0269,0.0
CAt6pp_num5,ca2_c + na1_e --> ca2_e + na1_c,Cgl2732,0.0
CAt6pp_num6,ca2_c + na1_e --> ca2_e + na1_c,Cgl2730,0.0
CAt6pp_num7,ca2_c + na1_e --> ca2_e + na1_c,Cgl0268,0.0
CAt6pp_num8,ca2_c + na1_e --> ca2_e + na1_c,Cgl2733,0.0
CAt6pp_num9,ca2_c + na1_e --> ca2_e + na1_c,Cgl2734,0.0
CYANSTpp_num2,cyan_c + tsul_c --> h_c + so3_c + tcynt_c,Cgl1424,-0.0
CYANSTpp_num3,cyan_c + tsul_c --> h_c + so3_c + tcynt_c,Cgl2776,-0.0
CYANSTpp_num4,cyan_c + tsul_c --> h_c + so3_c + tcynt_c,Cgl0054,-0.0
CYANSTpp_num5,cyan_c + tsul_c --> h_c + so3_c + tcynt_c,Cgl0055,-0.0
FE3abcpp_num2,atp_c + fe3_e + h2o_c --> adp_c + fe3_c + h_c + pi_c,Cgl0389 and Cgl0390 and Cgl0391,-30.61
Kabcpp_num2,atp_c + h2o_c + k_e --> adp_c + h_c + k_c + pi_c,Cgl2784,-30.61
Kabcpp_num3,atp_c + h2o_c + k_e --> adp_c + h_c + k_c + pi_c,Cgl1141,-30.61
Kabcpp_num4,atp_c + h2o_c + k_e --> adp_c + h_c + k_c + pi_c,Cgl2887,-30.61
Kabcpp_num5,atp_c + h2o_c + k_e --> adp_c + h_c + k_c + pi_c,Cgl1509,-30.61
MG2t3_2pp_num2,2.0 h_c + mg2_e --> 2.0 h_e + mg2_c,Cgl0224,0.0
NAt3_1p5pp_num2,3.0 h_e + 2.0 na1_c --> 3.0 h_c + 2.0 na1_e,Cgl2731,0.0
NAt3_1p5pp_num3,3.0 h_e + 2.0 na1_c --> 3.0 h_c + 2.0 na1_e,Cgl2729,0.0
NAt3_1p5pp_num4,3.0 h_e + 2.0 na1_c --> 3.0 h_c + 2.0 na1_e,Cgl0269,0.0
NAt3_1p5pp_num5,3.0 h_e + 2.0 na1_c --> 3.0 h_c + 2.0 na1_e,Cgl2732,0.0
NAt3_1p5pp_num6,3.0 h_e + 2.0 na1_c --> 3.0 h_c + 2.0 na1_e,Cgl2730,0.0
NAt3_1p5pp_num7,3.0 h_e + 2.0 na1_c --> 3.0 h_c + 2.0 na1_e,Cgl0268,0.0
NAt3_1p5pp_num8,3.0 h_e + 2.0 na1_c --> 3.0 h_c + 2.0 na1_e,Cgl2733,0.0
NAt3_1p5pp_num9,3.0 h_e + 2.0 na1_c --> 3.0 h_c + 2.0 na1_e,Cgl2734,0.0
NAt3_2pp_num2,2.0 h_e + na1_c --> 2.0 h_c + na1_e,Cgl2731,0.0
NAt3_2pp_num3,2.0 h_e + na1_c --> 2.0 h_c + na1_e,Cgl2729,0.0
NAt3_2pp_num4,2.0 h_e + na1_c --> 2.0 h_c + na1_e,Cgl0269,0.0
NAt3_2pp_num5,2.0 h_e + na1_c --> 2.0 h_c + na1_e,Cgl2732,0.0
NAt3_2pp_num6,2.0 h_e + na1_c --> 2.0 h_c + na1_e,Cgl2730,0.0
NAt3_2pp_num7,2.0 h_e + na1_c --> 2.0 h_c + na1_e,Cgl0268,0.0
NAt3_2pp_num8,2.0 h_e + na1_c --> 2.0 h_c + na1_e,Cgl2733,0.0
NAt3_2pp_num9,2.0 h_e + na1_c --> 2.0 h_c + na1_e,Cgl2734,0.0
NH4tpp_num2,nh4_e --> nh4_c,Cgl1583,0.0
ZN2abcpp_num2,atp_c + h2o_c + zn2_c --> adp_c + h_c + pi_c + zn2_e,Cgl2628 and Cgl2629 and Cgl2630,-30.61
FE2tpp_num2,fe2_e --> fe2_c,Cgl0039,0.0
MI2DH_num2,inost_c + nad_c --> 2ins_c + h_c + nadh_c,Cgl2110,-6.7
MI2DH_num3,inost_c + nad_c --> 2ins_c + h_c + nadh_c,Cgl3062,-6.7
MI2DH_num4,inost_c + nad_c --> 2ins_c + h_c + nadh_c,Cgl3063,-6.7
U23GAAT_num2,3hmrsACP_c + u3hga_c --> ACP_c + h_c + u23ga_c,Cgl2254,0.0
U23GAAT_num3,3hmrsACP_c + u3hga_c --> ACP_c + h_c + u23ga_c,Cgl2755,0.0
U23GAAT_num4,3hmrsACP_c + u3hga_c --> ACP_c + h_c + u23ga_c,Cgl2858,0.0
U23GAAT_num5,3hmrsACP_c + u3hga_c --> ACP_c + h_c + u23ga_c,Cgl2892,0.0
UAGAAT_num2,3hmrsACP_c + uacgam_c --> ACP_c + u3aga_c,Cgl2254,0.0
UAGAAT_num3,3hmrsACP_c + uacgam_c --> ACP_c + u3aga_c,Cgl2755,0.0
UAGAAT_num4,3hmrsACP_c + uacgam_c --> ACP_c + u3aga_c,Cgl2858,0.0
UAGAAT_num5,3hmrsACP_c + uacgam_c --> ACP_c + u3aga_c,Cgl2892,0.0
ACCOAC_num2,accoa_c + atp_c + hco3_c --> adp_c + h_c + malcoa_c + pi_c,Cgl2870,-10.1
ACOATA_num2,ACP_c + accoa_c --> acACP_c + coa_c,Cgl2254,-0.0
ACOATA_num3,ACP_c + accoa_c --> acACP_c + coa_c,Cgl2755,-0.0
ACOATA_num4,ACP_c + accoa_c --> acACP_c + coa_c,Cgl2858,-0.0
ACOATA_num5,ACP_c + accoa_c --> acACP_c + coa_c,Cgl2892,-0.0
KAS14_num2,acACP_c + h_c + malACP_c --> ACP_c + actACP_c + co2_c,Cgl2683,0.0
KAS14_num3,acACP_c + h_c + malACP_c --> ACP_c + actACP_c + co2_c,Cgl2872,0.0
KAS15_num2,accoa_c + h_c + malACP_c --> actACP_c + co2_c + coa_c,Cgl2683,-0.0
KAS15_num3,accoa_c + h_c + malACP_c --> actACP_c + co2_c + coa_c,Cgl2872,-0.0
MCOATA_num2,ACP_c + malcoa_c --> coa_c + malACP_c,Cgl2254,-0.0
MCOATA_num3,ACP_c + malcoa_c --> coa_c + malACP_c,Cgl2755,-0.0
MCOATA_num4,ACP_c + malcoa_c --> coa_c + malACP_c,Cgl2858,-0.0
MCOATA_num5,ACP_c + malcoa_c --> coa_c + malACP_c,Cgl2892,-0.0
HSST_num2,accoa_c + hom__L_c --> achms_c + coa_c,Cgl0839,-28.0
METSOXR1_num2,metsox_S__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c,Cgl2926,-0.0
SHSL1_num2,cys__L_c + suchms_c --> cyst__L_c + h_c + succ_c,Cgl2786,-66.0
MPTG_num2,2.0 uaagmda_c --> 2.0 h_c + murein5p5p_e + 2.0 udcpdp_c,Cgl0325,-0.0
MPTG_num3,2.0 uaagmda_c --> 2.0 h_c + murein5p5p_e + 2.0 udcpdp_c,Cgl0327,-0.0
MPTG_num4,2.0 uaagmda_c --> 2.0 h_c + murein5p5p_e + 2.0 udcpdp_c,Cgl0349,-0.0
MPTG2_num2,murein5p5p_e + uaagmda_c --> h_c + murein5p5p5p_e + udcpdp_c,Cgl0325,-0.0
MPTG2_num3,murein5p5p_e + uaagmda_c --> h_c + murein5p5p5p_e + udcpdp_c,Cgl0327,-0.0
MPTG2_num4,murein5p5p_e + uaagmda_c --> h_c + murein5p5p5p_e + udcpdp_c,Cgl0349,-0.0
NHFRBO_num2,h_c + nadh_c + 2.0 no_c --> h2o_c + n2o_c + nad_c,Cgl0100,-285.0
DCTPD_num2,dctp_c + h2o_c + h_c --> dutp_c + nh4_c,Cgl0228,-29.4
GSNHYDRO_num2,gsn_c + h2o_c --> gua_c + rib__D_c,Cgl1144,-2.6
HXPRT_num2,hxan_c + prpp_c --> imp_c + ppi_c,Cgl1468,-32.1
UPPRT_num2,prpp_c + ura_c --> ppi_c + ump_c,Cgl1613,-24.0
XTSNH_num2,h2o_c + xtsn_c --> rib__D_c + xan_c,Cgl1178,-3.7
XTSNH_num3,h2o_c + xtsn_c --> rib__D_c + xan_c,Cgl2793,-3.7
FDH4pp_num2,for_e + 2.0 h_c + q8_c --> co2_c + h_e + q8h2_c,Cgl0529,-145.0
FDH5pp_num2,for_e + 2.0 h_c + mqn8_c --> co2_c + h_e + mql8_c,Cgl0529,-37.0
NADPHQR2_num2,h_c + nadph_c + q8_c --> nadp_c + q8h2_c,Cgl2537,-131.0
NADPHQR2_num3,h_c + nadph_c + q8_c --> nadp_c + q8h2_c,Cgl3004,-131.0
NADPHQR2_num4,h_c + nadph_c + q8_c --> nadp_c + q8h2_c,Cgl0203,-131.0
NADPHQR3_num2,h_c + mqn8_c + nadph_c --> mql8_c + nadp_c,Cgl2537,-23.0
NADPHQR3_num3,h_c + mqn8_c + nadph_c --> mql8_c + nadp_c,Cgl3004,-23.0
NADPHQR3_num4,h_c + mqn8_c + nadph_c --> mql8_c + nadp_c,Cgl0203,-23.0
NADPHQR4_num2,2dmmq8_c + h_c + nadph_c --> 2dmmql8_c + nadp_c,Cgl2537,-46.0
NADPHQR4_num3,2dmmq8_c + h_c + nadph_c --> 2dmmql8_c + nadp_c,Cgl3004,-46.0
NADPHQR4_num4,2dmmq8_c + h_c + nadph_c --> 2dmmql8_c + nadp_c,Cgl0203,-46.0
IMPD_num2,h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c,Cgl0604,15.0
IMPD_num3,h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c,Cgl2679,15.0
ALCD2x_num2,etoh_c + nad_c --> acald_c + h_c + nadh_c,Cgl0222,16.98
DAPDC_num2,26dap__M_c + h_c --> co2_c + lys__L_c,Cgl2135,-14.0
THDPS_num2,h2o_c + succoa_c + thdp_c --> coa_c + sl2a6o_c,Cgl1108,26.0
ACMANAptspp_num2,acmana_e + pep_c --> acmanap_c + pyr_c,Cgl1937,-38.9
ACMUMptspp_num2,acmum_e + pep_c --> acmum6p_c + pyr_c,Cgl1937,-42.4
GLYBabcpp_num2,atp_c + glyb_e + h2o_c --> adp_c + glyb_c + h_c + pi_c,Cgl2312,-30.61
LEUt2rpp_num2,h_e + leu__L_e --> h_c + leu__L_c,Cgl0259,0.0
LEUt2rpp_num3,h_e + leu__L_e --> h_c + leu__L_c,Cgl2310,0.0
PA120abcpp_num2,atp_c + h2o_c + pa120_c --> adp_c + h_c + pa120_e + pi_c,Cgl1458 and Cgl1459 and Cgl1460 and Cgl1461,-30.61
PA140abcpp_num2,atp_c + h2o_c + pa140_c --> adp_c + h_c + pa140_e + pi_c,Cgl1458 and Cgl1459 and Cgl1460 and Cgl1461,-30.61
PA141abcpp_num2,atp_c + h2o_c + pa141_c --> adp_c + h_c + pa141_e + pi_c,Cgl1458 and Cgl1459 and Cgl1460 and Cgl1461,-30.61
PA160abcpp_num2,atp_c + h2o_c + pa160_c --> adp_c + h_c + pa160_e + pi_c,Cgl1458 and Cgl1459 and Cgl1460 and Cgl1461,-30.61
PA161abcpp_num2,atp_c + h2o_c + pa161_c --> adp_c + h_c + pa161_e + pi_c,Cgl1458 and Cgl1459 and Cgl1460 and Cgl1461,-30.61
PA180abcpp_num2,atp_c + h2o_c + pa180_c --> adp_c + h_c + pa180_e + pi_c,Cgl1458 and Cgl1459 and Cgl1460 and Cgl1461,-30.61
PA181abcpp_num2,atp_c + h2o_c + pa181_c --> adp_c + h_c + pa181_e + pi_c,Cgl1458 and Cgl1459 and Cgl1460 and Cgl1461,-30.61
PGP120abcpp_num2,atp_c + h2o_c + pgp120_c --> adp_c + h_c + pgp120_e + pi_c,Cgl1458 and Cgl1459 and Cgl1460 and Cgl1461,-30.61
PGP140abcpp_num2,atp_c + h2o_c + pgp140_c --> adp_c + h_c + pgp140_e + pi_c,Cgl1458 and Cgl1459 and Cgl1460 and Cgl1461,-30.61
PGP141abcpp_num2,atp_c + h2o_c + pgp141_c --> adp_c + h_c + pgp141_e + pi_c,Cgl1458 and Cgl1459 and Cgl1460 and Cgl1461,-30.61
PGP160abcpp_num2,atp_c + h2o_c + pgp160_c --> adp_c + h_c + pgp160_e + pi_c,Cgl1458 and Cgl1459 and Cgl1460 and Cgl1461,-30.61
PGP161abcpp_num2,atp_c + h2o_c + pgp161_c --> adp_c + h_c + pgp161_e + pi_c,Cgl1458 and Cgl1459 and Cgl1460 and Cgl1461,-30.61
PGP180abcpp_num2,atp_c + h2o_c + pgp180_c --> adp_c + h_c + pgp180_e + pi_c,Cgl1458 and Cgl1459 and Cgl1460 and Cgl1461,-30.61
PGP181abcpp_num2,atp_c + h2o_c + pgp181_c --> adp_c + h_c + pgp181_e + pi_c,Cgl1458 and Cgl1459 and Cgl1460 and Cgl1461,-30.61
PHEMEabcpp_num2,atp_c + h2o_c + pheme_c --> adp_c + h_c + pheme_e + pi_c,Cgl1458 and Cgl1459 and Cgl1460 and Cgl1461,-30.61
PSERtex_num2,pser__L_e --> pser__L_c,Cgl0575,0.0
PSERtex_num3,pser__L_e --> pser__L_c,Cgl0876,0.0
PSERtex_num4,pser__L_e --> pser__L_c,Cgl1093,0.0
TREptsp_num2,pep_c + tre_c --> pyr_c + tre6p_c,Cgl2875,-50.7
TREptsp_num3,pep_c + tre_c --> pyr_c + tre6p_c,Cgl2878,-50.7
TREptspp_num2,pep_c + tre_e --> pyr_c + tre6p_c,Cgl2875,-50.7
TREptspp_num3,pep_c + tre_e --> pyr_c + tre6p_c,Cgl2878,-50.7
URAt2pp_num2,h_e + ura_e --> h_c + ura_c,Cgl2358,0.0
URAt2rpp_num2,h_e + ura_e --> h_c + ura_c,Cgl2358,0.0
XANt2pp_num2,h_e + xan_e --> h_c + xan_c,Cgl2358,0.0
ALATRS_num2,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c,cgtRNA_3530,-0.0
ALATRS_num3,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c,cgtRNA_3532,-0.0
ALATRS_num4,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c,cgtRNA_3580,-0.0
ARGTRS_num2,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c,cgtRNA_3537,-0.0
ARGTRS_num3,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c,cgtRNA_3549,-0.0
ARGTRS_num4,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c,cgtRNA_3552,-0.0
ARGTRS_num5,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c,cgtRNA_3575,-0.0
ASNTRS_num2,asn__L_c + atp_c + trnaasn_c --> amp_c + asntrna_c + ppi_c,cgtRNA_3572,-0.0
CYSTRS_num2,atp_c + cys__L_c + trnacys_c --> amp_c + cystrna_c + ppi_c,Cgl0368 and cgtRNA_3564,-0.0
FMETTRS_num2,10fthf_c + mettrna_c --> fmettrna_c + h_c + thf_c,Cgl0893,-0.0
GLUTRS_num2,atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + ppi_c,cgtRNA_3556,-0.0
GLUTRS_num3,atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + ppi_c,cgtRNA_3557,-0.0
GLUTRS_num4,atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + ppi_c,cgtRNA_3584,-0.0
GLYTRS_num2,atp_c + gly_c + trnagly_c --> amp_c + glytrna_c + ppi_c,cgtRNA_3565,-0.0
GLYTRS_num3,atp_c + gly_c + trnagly_c --> amp_c + glytrna_c + ppi_c,cgtRNA_3567,-0.0
GLYTRS_num4,atp_c + gly_c + trnagly_c --> amp_c + glytrna_c + ppi_c,cgtRNA_3574,-0.0
GLYTRS_num5,atp_c + gly_c + trnagly_c --> amp_c + glytrna_c + ppi_c,cgtRNA_3587,-0.0
ILETRS_num2,atp_c + ile__L_c + trnaile_c --> amp_c + iletrna_c + ppi_c,cgtRNA_2531,-0.0
LEUTRS_num2,atp_c + leu__L_c + trnaleu_c --> amp_c + leutrna_c + ppi_c,cgtRNA_3551,-0.0
LEUTRS_num3,atp_c + leu__L_c + trnaleu_c --> amp_c + leutrna_c + ppi_c,cgtRNA_3558,-0.0
LEUTRS_num4,atp_c + leu__L_c + trnaleu_c --> amp_c + leutrna_c + ppi_c,cgtRNA_3560,-0.0
LEUTRS_num5,atp_c + leu__L_c + trnaleu_c --> amp_c + leutrna_c + ppi_c,cgtRNA_3561,-0.0
LEUTRS_num6,atp_c + leu__L_c + trnaleu_c --> amp_c + leutrna_c + ppi_c,cgtRNA_3579,-0.0
LYSTRS_num2,atp_c + lys__L_c + trnalys_c --> amp_c + lystrna_c + ppi_c,cgtRNA_3578,-0.0
LYSTRS_num3,atp_c + lys__L_c + trnalys_c --> amp_c + lystrna_c + ppi_c,cgtRNA_3585,-0.0
METTRS_num2,atp_c + met__L_c + trnamet_c --> amp_c + mettrna_c + ppi_c,cgtRNA_3547,-0.0
METTRS_num3,atp_c + met__L_c + trnamet_c --> amp_c + mettrna_c + ppi_c,cgtRNA_3548,-0.0
METTRS_num4,atp_c + met__L_c + trnamet_c --> amp_c + mettrna_c + ppi_c,cgtRNA_3570,-0.0
PROTRS_num2,atp_c + pro__L_c + trnapro_c --> amp_c + ppi_c + protrna_c,cgtRNA_3559,-0.0
PROTRS_num3,atp_c + pro__L_c + trnapro_c --> amp_c + ppi_c + protrna_c,cgtRNA_3573,-0.0
SERTRS_num2,atp_c + ser__L_c + trnaser_c --> amp_c + ppi_c + sertrna_c,cgtRNA_3535,-0.0
SERTRS_num3,atp_c + ser__L_c + trnaser_c --> amp_c + ppi_c + sertrna_c,cgtRNA_3538,-0.0
SERTRS_num4,atp_c + ser__L_c + trnaser_c --> amp_c + ppi_c + sertrna_c,cgtRNA_3579,-0.0
THRTRS_num2,atp_c + thr__L_c + trnathr_c --> amp_c + ppi_c + thrtrna_c,cgtRNA_3543,-0.0
THRTRS_num3,atp_c + thr__L_c + trnathr_c --> amp_c + ppi_c + thrtrna_c,cgtRNA_3544,-0.0
THRTRS_num4,atp_c + thr__L_c + trnathr_c --> amp_c + ppi_c + thrtrna_c,cgtRNA_3586,-0.0
VALTRS_num2,atp_c + trnaval_c + val__L_c --> amp_c + ppi_c + valtrna_c,cgtRNA_3566,-0.0
VALTRS_num3,atp_c + trnaval_c + val__L_c --> amp_c + ppi_c + valtrna_c,cgtRNA_3568,-0.0
VALTRS_num4,atp_c + trnaval_c + val__L_c --> amp_c + ppi_c + valtrna_c,cgtRNA_3569,-0.0
PHETA1_num2,glu__L_c + phpyr_c --> akg_c + phe__L_c,Cgl2101,0.4
SHK3Dr_num2,3dhsk_c + h_c + nadph_c --> nadp_c + skm_c,Cgl1629,-5.7
TYRTA_num2,34hpp_c + glu__L_c --> akg_c + tyr__L_c,Cgl2101,-0.1
THRD_L_num2,thr__L_c --> 2obut_c + nh4_c,Cgl2127,-24.0
ALCD19_reverse_num2,glyc_c + nad_c --> glyald_c + h_c + nadh_c,Cgl1261,35.0
ALCD19_reverse_num3,glyc_c + nad_c --> glyald_c + h_c + nadh_c,Cgl2469,35.0
ARAI_reverse_num2,rbl__L_c --> arab__L_c,Cgl3006,-4.9
HPYRI_reverse_num2,2h3oppan_c --> hpyr_c,Cgl2471,-1.6
MCITL2_reverse_num2,pyr_c + succ_c --> micit_c,Cgl0658,-0.0
PMANM_reverse_num2,man6p_c --> man1p_c,Cgl0746,4.4
MCITD_reverse_num2,2mcacn_c + h2o_c --> 2mcit_c,Cgl0694,2.9
MCITD_reverse_num3,2mcacn_c + h2o_c --> 2mcit_c,Cgl2538,2.9
GALUi_reverse_num2,ppi_c + udpg_c --> g1p_c + h_c + utp_c,Cgl0882,3.2
TRATF_reverse_num2,2saa_c + glu__L_c --> akg_c + tau_c,Cgl0202,3.2
GAPD_reverse_num2,13dpg_c + h_c + nadh_c --> g3p_c + nad_c + pi_c,Cgl1588,-0.1
PGM_reverse_num2,2pg_c --> 3pg_c,Cgl2236,-4.3
PGM_reverse_num3,2pg_c --> 3pg_c,Cgl2350,-4.3
PGM_reverse_num4,2pg_c --> 3pg_c,,-4.3
PGM_reverse_num5,2pg_c --> 3pg_c,Cgl0402,-4.3
CAt6pp_reverse_num2,ca2_e + na1_c --> ca2_c + na1_e,Cgl2731,0.0
CAt6pp_reverse_num3,ca2_e + na1_c --> ca2_c + na1_e,Cgl2729,0.0
CAt6pp_reverse_num4,ca2_e + na1_c --> ca2_c + na1_e,Cgl0269,0.0
CAt6pp_reverse_num5,ca2_e + na1_c --> ca2_c + na1_e,Cgl2732,0.0
CAt6pp_reverse_num6,ca2_e + na1_c --> ca2_c + na1_e,Cgl2730,0.0
CAt6pp_reverse_num7,ca2_e + na1_c --> ca2_c + na1_e,Cgl0268,0.0
CAt6pp_reverse_num8,ca2_e + na1_c --> ca2_c + na1_e,Cgl2733,0.0
CAt6pp_reverse_num9,ca2_e + na1_c --> ca2_c + na1_e,Cgl2734,0.0
MG2t3_2pp_reverse_num2,2.0 h_e + mg2_c --> 2.0 h_c + mg2_e,Cgl0224,0.0
NH4tpp_reverse_num2,nh4_c --> nh4_e,Cgl1583,0.0
MI2DH_reverse_num2,2ins_c + h_c + nadh_c --> inost_c + nad_c,Cgl2110,6.7
MI2DH_reverse_num3,2ins_c + h_c + nadh_c --> inost_c + nad_c,Cgl3062,6.7
MI2DH_reverse_num4,2ins_c + h_c + nadh_c --> inost_c + nad_c,Cgl3063,6.7
UAGAAT_reverse_num2,ACP_c + u3aga_c --> 3hmrsACP_c + uacgam_c,Cgl2254,-0.0
UAGAAT_reverse_num3,ACP_c + u3aga_c --> 3hmrsACP_c + uacgam_c,Cgl2755,-0.0
UAGAAT_reverse_num4,ACP_c + u3aga_c --> 3hmrsACP_c + uacgam_c,Cgl2858,-0.0
UAGAAT_reverse_num5,ACP_c + u3aga_c --> 3hmrsACP_c + uacgam_c,Cgl2892,-0.0
ACOATA_reverse_num2,acACP_c + coa_c --> ACP_c + accoa_c,Cgl2254,0.0
ACOATA_reverse_num3,acACP_c + coa_c --> ACP_c + accoa_c,Cgl2755,0.0
ACOATA_reverse_num4,acACP_c + coa_c --> ACP_c + accoa_c,Cgl2858,0.0
ACOATA_reverse_num5,acACP_c + coa_c --> ACP_c + accoa_c,Cgl2892,0.0
MCOATA_reverse_num2,coa_c + malACP_c --> ACP_c + malcoa_c,Cgl2254,0.0
MCOATA_reverse_num3,coa_c + malACP_c --> ACP_c + malcoa_c,Cgl2755,0.0
MCOATA_reverse_num4,coa_c + malACP_c --> ACP_c + malcoa_c,Cgl2858,0.0
MCOATA_reverse_num5,coa_c + malACP_c --> ACP_c + malcoa_c,Cgl2892,0.0
ALCD2x_reverse_num2,acald_c + h_c + nadh_c --> etoh_c + nad_c,Cgl0222,-16.98
LEUt2rpp_reverse_num2,h_c + leu__L_c --> h_e + leu__L_e,Cgl0259,0.0
LEUt2rpp_reverse_num3,h_c + leu__L_c --> h_e + leu__L_e,Cgl2310,0.0
PSERtex_reverse_num2,pser__L_c --> pser__L_e,Cgl0575,0.0
PSERtex_reverse_num3,pser__L_c --> pser__L_e,Cgl0876,0.0
PSERtex_reverse_num4,pser__L_c --> pser__L_e,Cgl1093,0.0
URAt2rpp_reverse_num2,h_c + ura_c --> h_e + ura_e,Cgl2358,0.0
PHETA1_reverse_num2,akg_c + phe__L_c --> glu__L_c + phpyr_c,Cgl2101,-0.4
SHK3Dr_reverse_num2,nadp_c + skm_c --> 3dhsk_c + h_c + nadph_c,Cgl1629,5.7
TYRTA_reverse_num2,akg_c + tyr__L_c --> 34hpp_c + glu__L_c,Cgl2101,0.1
