geneid,cond1,cond2,cond3,cond4,cond5,cond6
Cgl2629,8.52,5.41,13.27,28.92,24.63,17.91
Cgl2630,10.39,9.92,11.89,33.83,30.82,14.3
Cgl2631,0,0.25,0.89,0.23,0.19,0.42
Cgl2633,0,0.11,0,0.59,0.59,0.24
Cgl2634,0,0,0,0,0,0
Cgl2635,0,0,0,0,0,0
Cgl2636,0,0,0,0,0,0
Cgl2637,0,0,0,2.21,0.21,0.35
Cgl2638,0,0,0,3.89,1.89,0.47
Cgl2639,0,0,0,2.71,0.82,0.61
Cgl2640,188.11,190.39,223.59,501.18,447.58,361.23
Cgl2641,43.3,27.9,39.24,178.49,180.02,98.48
Cgl2642,113.94,178.45,163.85,450.94,654.93,470.48
Cgl2643,28.47,22.36,35.32,74.06,64.57,33.01
Cgl2644,20.05,4.69,18.59,51.73,46.93,18.01
Cgl2645,5.06,3.67,4.73,22.33,22.75,9.51
Cgl2646,5.42,3.23,3.13,29.17,29.81,15.9
Cgl2647,4.47,3.13,6.45,35.04,31.49,17.7
Cgl2648,4.66,5.11,2.11,22.62,27.13,13.13
Cgl2650,6.52,5.13,8.46,5.94,6.82,5.8
Cgl2651,9.01,8.4,12.98,30.8,30.97,27.07
Cgl2652,8.98,4.55,11.3,79.9,97.7,42.33
Cgl2653,1.69,2.77,1.33,11.07,15.99,8.15
Cgl2654,4.68,3.57,5.32,24.11,27.62,16.46
Cgl2655,6.47,3.71,4.49,31,34.62,18.23
Cgl2656,0.98,0.29,0,1.25,0.58,1.29
Cgl2657,0.81,1.07,0,6,7.21,2.21
Cgl2658,0.56,0.49,0.51,2.15,3.23,3.61
Cgl2659,4.22,2.59,3.05,10.84,11.97,5.85
Cgl2660,28.79,21.55,26.24,39.43,47.2,30.23
Cgl2661,28.32,20.05,32.04,93.26,85.61,49.68
Cgl2662,7.86,4.18,9.12,11.2,15.55,7.92
Cgl2663,19.66,10.38,14.3,25.17,26.63,10.46
Cgl2664,35.51,22.9,52.83,107.92,114.07,38.28
Cgl2665,14.31,14.34,18.2,143.27,139.04,67.98
Cgl2666,38.29,25.15,34.92,179,185.52,69.64
Cgl2667,75.57,62.65,74.65,197.36,180.08,70.18
Cgl2668,190.52,155.92,190.52,186.5,176.94,145.05
Cgl2670,55.81,42.94,54.83,553.52,657,206.45
Cgl2671,6,4.25,4.17,7.83,9.11,6.63
Cgl2672,4.4,2.16,4.29,17.21,13.26,6.19
Cgl2673,67.89,15.4,76.12,247.01,170.74,53.34
Cgl2674,7673.33,4355.6,9871.72,3255.29,2264.97,1872.63
Cgl2676,6.84,3.12,7.42,22.6,20.15,10.44
Cgl2677,1154.85,330.52,1062.4,410.92,358.75,197.65
Cgl2678,286.67,249.62,279.96,782.15,589.4,412.75
Cgl2679,71.73,40.73,68.5,111.42,127.27,50.65
Cgl2680,1.31,0.57,2.17,3.46,6.39,1.62
Cgl2681,0.11,0.28,0.68,3.78,5.46,1.77
Cgl2682,27.49,13.72,27.39,62.05,50.54,23.42
Cgl2683,16.45,7.44,15.23,32.48,28.99,15.26
Cgl2684,12.4,8.49,11.94,29.37,30.68,13.92
Cgl2685,0.56,0.86,0.64,3.77,4,2.58
Cgl2686,1.28,0.75,0.96,5.37,2.08,0.74
Cgl2687,104.74,55.59,114.14,336.44,450.42,120.09
Cgl2688,33.31,18.29,36.28,22.66,26.04,16.88
Cgl2689,2.34,1.54,2.91,5.12,2.98,1.45
Cgl2690,8.15,3.33,7.11,20.93,15.17,6.32
Cgl2691,6.96,4.58,7.07,11.9,13.12,7.33
Cgl2692,12.31,8.93,9.2,41.76,26.53,19.34
Cgl2693,19.69,6.82,17.32,60.35,34.47,15.92
Cgl2694,52.65,33.43,44.54,98.45,61.79,40.24
Cgl2695,86.38,60.43,63.44,148.83,107.14,69.75
Cgl2696,251.22,180.16,260.13,372.16,325.25,205.39
Cgl2697,195.32,99.24,179.23,409.41,431.13,202.46
Cgl2698,1.08,0,2.14,0.94,0.57,0.32
Cgl2699,6.66,5.01,9.74,4.51,7.31,4.16
Cgl2700,31.17,17.98,31.24,282.45,347.57,142.12
Cgl2702,9.38,4.52,7.4,12.93,17.1,7.39
Cgl2703,22.47,15.51,24.61,26.4,32.86,28.42
Cgl2704,19.68,10.36,17.33,43.3,53.22,30.46
Cgl2705,39.04,19.72,29.13,84.44,95,40.35
Cgl2706,28.29,21.6,30.36,121.54,144.9,36.59
Cgl2707,0,0,0,0,0,0
Cgl2709,209.11,73.56,198.24,342.78,289.02,83.33
Cgl2710,6.3,1.84,2.53,12.24,18,3.47
Cgl2711,5.01,4.4,7.82,26.65,26.87,8.8
Cgl2712,19.54,15.9,15.28,38.15,46.06,27.76
Cgl2713,13.4,6.27,9.16,38.25,41.69,16.75
Cgl2714,72.19,39.89,82.16,385.38,570.2,139.33
Cgl2715,526.9,130.74,343.91,1959.87,1897.64,592.87
Cgl2716,251.53,216.91,286.26,1367.13,1326.12,659.2
Cgl2717,84.59,32.21,66.34,66.32,69.08,61.74
Cgl2718,77.64,52.76,83.32,123.57,132.55,71.08
Cgl2719,73.16,39.02,62.46,94.52,79.83,82.82
Cgl2720,29.86,21.48,27.17,48.68,42.63,23.78
Cgl2721,79.75,49.73,73.45,122.36,104.23,64.63
Cgl2722,78,51.06,79.76,201.35,159.82,100.81
Cgl2723,121.39,99.65,142.54,406.01,374.35,213.13
Cgl2724,131.76,117.09,133.88,477.56,486.99,355.2
Cgl2725,27.82,18.3,29.91,144.48,140.52,68.4
Cgl2726,172.25,119.35,171.1,316.86,231.14,132.75
Cgl2727,0.36,0.96,4.59,180.81,119.28,95.85
Cgl2729,13.98,15.06,12.98,40.5,59.88,29.14
Cgl2730,9.94,4.72,6.36,28.29,28.08,9.23
Cgl2731,13.65,10.71,15.68,35.81,47.83,22
Cgl2732,9.19,4.2,7.94,23.36,43.2,14.64
Cgl2733,0,1.94,0.67,6.86,6.87,5.48
Cgl2734,2.67,0.47,0,11.11,16.59,1.85
Cgl2735,4.75,3.27,7.36,21.53,19.57,6.39
Cgl2736,28.45,14.37,22.77,83.78,99.4,47.81
Cgl2737,16.51,9.66,15.74,57.51,70.23,30.75
Cgl2739,1.91,0,0,3.14,0.85,0.47
Cgl2738,18.2,4.91,13.59,33.67,26.07,11.09
Cgl2740,41.42,23.57,43.25,25.19,16.57,18.21
Cgl2741,20.57,13.31,19.74,63.83,64.19,22.93
Cgl2742,13.82,11.05,14.69,21.56,32.74,18.26
Cgl2743,0.85,0.45,3.53,5.02,3.32,1.52
Cgl2744,9.48,11.58,14.87,24.97,19.15,20.32
Cgl2745,28.75,10.81,21.82,44.12,43.17,31.11
Cgl2746,33.81,29.65,48.23,55.45,53.3,51.7
Cgl2747,16.81,13.78,21.1,47.86,45.78,25.63
Cgl2748,22.22,8.66,18.95,81.2,87.75,17.93
Cgl2749,14.88,8.3,14.78,20.26,18.77,14
Cgl2750,20.66,16.57,21.51,43.14,26.61,25.73
Cgl2751,60.88,42.32,77.71,126,128.85,106.11
Cgl2752,0,0,0,0,0,0
Cgl2753,0,0,0,0.08,0.2,0
Cgl2754,125.66,71.03,130.97,167.75,202.91,88.86
Cgl2755,74.94,57.59,79.74,589.39,679.81,280.6
Cgl2756,12.69,13.6,12.19,352.1,300.11,154.77
Cgl2757,2.96,2.6,3.56,73.37,72.28,31.87
Cgl2758,4.05,3.11,6.86,12.19,19.54,13.8
Cgl2759,25.4,19.65,24.59,124.6,107.45,61.17
Cgl2760,6.36,2.09,7.66,32.33,18.7,8.67
Cgl2761,5.13,2.85,4.32,5.89,7.58,7.28
Cgl2763,29.94,23.29,34.44,37.21,30.02,24.54
Cgl2764,16.07,2.01,11.85,32.99,26.61,19.49
Cgl2766,119.09,102.37,127.9,501.1,511.01,242.49
Cgl2767,25.82,20.97,28.5,33.06,26.6,22.14
Cgl2768,16.02,9.37,13.09,32.11,33.14,12.09
Cgl2769,24.37,17.56,28.93,83.37,83.82,43.97
Cgl2770,2431.31,1506,2456.39,5567.35,6981.91,2082.28
Cgl2771,13.88,11.73,12.84,68.75,72.66,17.23
Cgl2772,31.82,27.64,36.95,75.23,86.81,34.68
Cgl2773,20.92,12.87,20.22,94.09,105.27,41.81
Cgl2774,29.68,21.36,37.81,83.72,113.45,69.44
Cgl2775,9.38,6.71,10.26,129.84,200.74,57.47
Cgl2776,2.25,1.24,1.53,9.09,6.99,3.49
Cgl2777,3.54,2.2,4,44.7,50.78,21.71
Cgl2779,94.24,94.65,87.4,90.85,74.8,83.57
Cgl2780,297.27,238.03,311.97,592.24,408.35,371.24
Cgl2781,5.58,2.65,4.63,2.06,2.54,1.64
Cgl2782,0,0,0.99,8.08,6.07,2.98
Cgl2783,9.56,4.71,7.73,13.61,9.18,16.07
Cgl2784,10.77,9.29,9.41,61.99,52.27,26.66
Cgl2785,52.67,32.17,65.02,181.42,136.66,76.05
Cgl2786,3.01,4.66,5.6,4.46,3.85,4.83
Cgl2787,0,0.31,0,1.76,1.58,0.88
Cgl2790,20.95,4.28,11.09,108.68,96.63,40.34
Cgl2791,24.39,12.35,25.44,64.2,54.74,27.15
Cgl2792,13.72,10.03,15.41,64.52,74.71,23.7
Cgl2793,44.5,21.41,44.78,75.48,77.56,38.04
Cgl2794,7.45,0,3.74,4.07,2.57,21.32
Cgl2795,12.9,8.33,14.08,17.24,15.8,10.38
Cgl2796,39.9,28.42,37.01,390.48,598.09,186.97
Cgl2797,108.07,52.25,87.6,173.96,129.21,104.31
Cgl2798,177.79,109.01,164.59,231.22,186,200.24
Cgl2799,918.86,866.23,969.59,1813.58,1015.58,1325.14
Cgl2800,1159.64,805.99,1280.02,4004.95,2386.49,1888.14
Cgl2801,73.3,67.28,80.73,769.39,840.6,419.25
Cgl2802,6.17,1.27,2.62,7.34,2.58,4.32
Cgl2803,17.29,10.97,14.12,31.08,20.96,11.03
Cgl2804,29.37,20.72,29.83,55.74,43.58,30.72
Cgl2805,6.37,0.84,6.05,20.56,13.99,4.58
Cgl2806,3.29,1.92,3.96,10.55,9.65,4.27
Cgl2807,28.45,15.32,28.89,13.62,25.32,7
Cgl2809,0,0,0,1.06,0,0
Cgl2812,220.54,170.18,279.09,119.13,56.12,39.92
Cgl2813,441.58,380.88,518.15,154.75,79.23,91.85
Cgl2814,1380.98,1328.33,1755.43,598.73,331.94,380.44
Cgl2815,863.45,595.04,790.48,410.58,225.41,205.18
Cgl2816,796.04,577.25,947.36,396.51,204.38,292.51
Cgl2817,1324.01,1071.14,1449.01,769.98,329.93,581.72
Cgl2818,43.43,24.7,50.61,130.88,72.16,48.97
Cgl2819,62.97,45.02,64.01,157.6,129.73,91.72
Cgl2820,3.94,0.86,3.55,57.56,48.86,19.98
Cgl2821,1.47,0,0.88,56.07,38.98,20.81
Cgl2822,0.55,0,0.5,21.73,46.5,18.04
Cgl2823,2.79,1.28,0.72,9.44,10.31,4.28
Cgl2824,0,1.26,0,3.34,3.66,3.56
Cgl2825,0.2,0,0.37,1.99,0.72,1.51
Cgl2826,0.28,0,1.25,1.67,1.23,0
Cgl2827,0.28,0,0,0.77,0.87,0.7
Cgl2828,2.86,1.47,1.97,7.81,6.26,3.83
Cgl2829,23.65,8.22,23.86,73.56,62.65,29.21
Cgl2830,59.71,38.28,62.41,76.88,63.43,47.89
Cgl2831,1.58,2.08,3.93,7.03,10.88,5.1
Cgl2832,3.47,1.38,3.42,9.15,6.02,9.23
Cgl2833,10.28,10.44,13.92,12.72,11.75,28.27
Cgl2834,3.98,3.27,4.94,31.95,36.5,19.09
Cgl2835,5.17,2.76,5.08,13.4,11.36,4.34
Cgl2836,7.29,1.1,6.21,61.37,50.51,20.84
Cgl2837,54.11,59.85,74.39,42.77,33,22.53
Cgl2838,680.85,913.91,1213.02,200.25,191.96,103.32
Cgl2839,11.43,6.19,15.18,131.74,147.07,47.11
Cgl2840,7.47,3.99,4.69,23.8,30.1,13.52
Cgl2841,0.7,0,0.63,3.62,5.09,0.52
Cgl2843,10.18,1.98,10.22,14.23,9.03,19.62
Cgl2844,231.89,107.84,195.38,277.48,266.2,96.22
Cgl2845,1.86,0.15,1.07,2.86,1.72,0.17
Cgl2846,9.38,6.24,13.29,32.61,46.87,19.38
Cgl2847,78.54,44.79,73.58,274.49,390.9,157.51
Cgl2848,59.32,38.23,61.32,108.22,86.97,78.05
Cgl2850,3.16,1.85,3.56,1.58,1.17,0.13
Cgl2851,48.51,36.42,58.71,376.55,435.34,254.29
Cgl2852,10.03,8.18,13.34,18.65,24.02,11.94
Cgl2853,18.23,7.59,25.93,170.88,182.02,59.13
Cgl2854,3,0.88,3.61,28.38,23.46,20.77
Cgl2855,4.13,2.36,4.44,6.45,6.33,6.17
Cgl2858,2.85,1.33,1.89,4.05,4.05,5.27
Cgl2857,11.44,5.89,11.01,26.1,24.92,24.88
Cgl2859,10.58,7.65,9.29,12.81,9.25,9.77
Cgl2861,3.69,4.53,9,9.68,13.01,4.29
Cgl2860,19.3,7.86,16.5,131.88,129.26,78.35
Cgl2862,20.26,5.31,13.55,49.06,52.5,18.9
Cgl2863,0,0,0,0,0,0
Cgl2864,2.21,1.23,1.63,2.09,1.69,1.29
Cgl2865,16.44,7.91,13.17,65.24,82.66,35.6
Cgl2866,37.06,50.44,47.66,146.19,174.29,87.08
Cgl2867,60.07,54,71.79,155.52,167.99,121.85
Cgl2868,6.94,3.29,5.76,18.76,19.46,11.24
Cgl2869,1.11,1.95,2.51,19.17,33.31,6.89
Cgl2870,91.92,75.44,93.58,204.46,237.78,112.4
Cgl2871,33.92,23.88,33.08,74.35,99.48,37.7
Cgl2872,102.66,64.24,116.22,505.39,576.37,225.38
Cgl2873,126.8,110.63,109.58,216.23,166.33,164.23
Cgl2874,145.13,83.79,128.51,198.47,182.04,139.14
Cgl2875,188.92,114.02,172.77,453.23,356.4,205.29
Cgl2876,0.3,0,0.27,0.97,0.85,0.73
Cgl2878,105.01,85.83,134.82,327.64,385.14,140.8
Cgl2879,15.22,13.26,17.58,13.56,12.93,8.47
Cgl2880,42.81,18.6,28.91,88.28,153.39,48.67
Cgl2881,26.51,17.62,23.58,56,86.92,31.44
Cgl2882,29.35,23.65,31.82,108.8,167.5,57.43
Cgl2883,127.21,58.52,119.48,605.77,516.22,209.69
Cgl2884,8.91,8.93,12.26,76.09,66.97,19.55
Cgl2885,1.71,1.8,3.41,4.5,3.5,2.04
Cgl2887,30.02,18.95,30.61,36.68,94.64,22.14
Cgl2888,27.36,12.44,28.83,101.1,134.48,44.08
Cgl2889,195.84,163.94,206.51,308.98,343.48,164.89
Cgl2890,37.01,26.97,43.28,427.78,736.69,195.9
Cgl2891,6.08,2.77,3.52,35.39,42.18,12.78
Cgl2892,45.42,23.57,39.13,245.37,284.98,113.62
Cgl2893,73.51,45.89,74.51,439.86,523.8,198.03
Cgl2894,77.55,41.48,73.95,249.11,250.39,108.69
Cgl2895,10.36,8.44,20.38,50.16,55.85,29.6
Cgl2896,7.08,2.59,3.2,31.95,28.01,4.68
Cgl2898,14.85,9.04,18.07,66.61,111.94,27.62
Cgl2899,16.11,11.12,16.69,58.61,63.34,27.99
Cgl2900,2.14,2.82,4.84,12.89,8.95,4.87
Cgl2901,0.83,0.24,1.26,2.59,1.73,2.48
Cgl2902,13.41,10.04,14.63,17.8,13.27,9.16
Cgl2903,4.43,3.68,2.32,30.36,7.45,10.98
Cgl2904,38.27,16.78,34.56,130.58,114.66,52.58
Cgl2905,3.8,2.78,2,106.07,47.99,51.97
Cgl2906,30.94,13.67,33.17,241.68,340.18,88.31
Cgl2907,9.89,5.39,9.66,702.42,900.05,254.06
Cgl2908,6.73,5.39,8.46,76.47,114.17,46.38
Cgl2910,106.87,73.37,144.59,1670.92,2033.04,801.69
Cgl2911,21.34,13.23,15.57,270.06,310.46,157.04
Cgl2912,0.69,0.8,0.21,5.82,7.41,4.14
Cgl2913,4.78,1.12,0,11.67,8.48,0.79
Cgl2914,43.64,31.08,39.42,126.03,96.59,55.61
Cgl2915,15.51,10.27,11.1,29.92,25.95,13.34
Cgl2916,0.26,0,0.93,1.69,2.52,0.64
Cgl2917,4.69,2.61,4.24,7.87,9.22,5.19
Cgl2918,398.48,228.84,431.25,1576.67,1438.96,1120.09
Cgl2920,1.94,7.94,4.09,41.36,37.55,17.93
Cgl2922,3.39,1.43,4.09,14.23,26.03,10.9
Cgl2923,12.98,5.53,8.38,16.83,17.6,9
Cgl2924,32.63,15.12,12.63,50.7,47.53,29.32
Cgl2926,293.06,220.96,396.59,720.01,705.43,469.71
Cgl2927,2462.34,1778.29,2559.74,5398.94,4411.14,2085.24
Cgl2928,0.66,0.19,1.39,3.72,2.82,1.31
Cgl2929,4.23,2.43,3.23,1.96,2.53,2.82
Cgl2930,13.87,11.58,19.33,20.22,17.04,9.09
Cgl2931,4.6,2.02,6.76,9.59,13.77,4.92
Cgl2932,189.58,113.19,205.35,452.39,488.85,187.81
Cgl2933,11.23,5.74,7.48,16.22,16.59,8.27
Cgl2934,0.44,0.39,1.2,7.28,6.89,1.1
Cgl2935,4.46,2.8,4.03,42.87,60.62,16.89
Cgl2937,14.19,6.15,15.98,14.26,14.14,10.58
Cgl2936,2.21,0,0.67,7.06,8.18,0.91
Cgl2938,9.32,4.67,12.02,34.93,31.87,27.03
Cgl2939,9.38,4.98,15.83,41.3,34.48,11.25
Cgl2940,20.7,12.25,20.44,33.52,36.43,20.27
Cgl2941,11.1,8.07,14.9,62.78,55.14,20.74
Cgl2942,714.41,512.88,699.57,1283.86,610.56,1124.61
Cgl2943,1923.22,1402.41,1974.51,10662.15,11859.78,4227.83
Cgl2944,66.66,29.23,64.1,295.35,290.24,120.75
Cgl2945,7.36,4.42,7.21,17.7,25.07,6.98
Cgl2947,1.11,1.95,2.01,27.08,23.19,10.75
Cgl2948,80.24,51.99,65.59,320.78,255.12,128.47
Cgl2949,221.81,193.92,247.58,739.64,831.06,417.24
Cgl2951,2.83,0.53,2.01,1.44,0.81,1.2
Cgl2952,0.87,0,0.39,3.33,1.64,1.83
Cgl2953,8.79,0.7,2.89,6.55,2.48,3.56
Cgl2954,6.72,0.88,6.98,16.54,14.31,7.66
Cgl2955,38.31,26.44,42.74,138.91,113.28,42.42
Cgl2958,19.53,8.16,10.92,62.54,42.06,17.04
Cgl2959,10.06,11.58,20.44,121.31,110.65,37.36
Cgl2960,20,4.78,7.12,50.04,47.03,16.51
Cgl2961,68.51,46.34,74.91,355.03,360.52,219.57
Cgl2962,76.42,59.62,63.64,532.81,502.76,306.19
Cgl2963,0,0,0,12.16,8.3,15.07
Cgl2964,1.87,1.34,2.91,5.2,6.4,1.6
Cgl2965,2.25,1.48,2.8,4.16,5.25,4.05
Cgl2966,6.01,1.86,4.15,5.99,8.31,2.8
Cgl2967,12.64,5.3,10.43,12.32,14.14,8.51
Cgl2969,3.51,1.45,1.12,2.71,1.65,1.12
Cgl2970,0,0,0,0.81,0.88,0.25
Cgl2971,27.5,19.6,45.02,277.19,285.38,92.8
Cgl2972,7.69,3.37,3.47,17.51,18.74,4.76
Cgl2974,4.45,2.28,4.31,13.16,12.65,6.55
Cgl2976,174.89,79.07,146.18,1926.75,1071.09,365.33
Cgl2977,40.34,21.57,40.88,50.56,51.91,12.67
Cgl2978,121.59,78.22,102.57,96.75,81.34,52.89
Cgl2979,507.6,248.35,475.28,347.12,267.47,84.33
Cgl2980,160.89,107.67,161.99,399.05,429.65,206.83
Cgl2981,594.39,412.07,609.51,1689.13,1730.68,831.56
Cgl2982,716.17,551.69,1036.68,1795.35,2077.33,880.42
Cgl2983,301.98,189.79,282.95,774.4,686.98,442.41
Cgl2984,7.43,3.72,1.92,8.12,4.23,9.98
Cgl2985,5.99,5.26,11.33,24.54,20.52,13.88
Cgl2986,92.19,76.56,96.18,191.5,241.3,143.61
Cgl2987,6.22,1.82,2.81,16.15,16.08,7.44
Cgl2988,5.59,0,11.25,77.29,86.11,24.05
Cgl2989,19.89,13.46,14.06,56.38,58.57,27.42
Cgl2990,139.06,105.1,147.01,983.12,991.14,472.41
Cgl2991,142.07,53.48,103.33,493.5,508.64,151.64
Cgl2992,117.35,50.79,127.14,521.16,554.31,201.77
Cgl2993,3.22,0.85,1.16,4.84,4.07,2.47
Cgl2994,3.53,2.06,2.12,1.77,3.26,6.99
Cgl2995,3.78,2.75,4.29,13.45,14.93,8.61
Cgl2996,0.19,0.16,0.84,2.86,2.48,0.55
Cgl2997,30.59,11.78,22.57,82.18,86.5,35.29
Cgl2998,30.8,29.41,39.06,115.01,102.44,72.54
Cgl2999,208.17,187.95,305.11,2963.21,2369.78,1074.26
Cgl3000,14.33,10.14,11.13,10.03,8.36,3.74
Cgl3001,4.77,0.93,3.51,6.96,4.86,5.25
Cgl3002,15.2,13.03,16.61,31.51,38.72,24.7
Cgl3003,30.32,18.35,32.01,242.54,215.63,64.51
Cgl3004,38.97,34.18,50.07,313.62,344.46,157.79
Cgl3006,15.89,13.03,23.25,116.16,104.7,104.48
Cgl3007,8.29,4.24,8.43,59.5,57.6,24.81
Cgl3008,9.74,3.25,7.43,58.11,48.04,17.93
Cgl3009,1.03,1.8,0.93,7.5,7.91,3.06
Cgl3010,4.33,0.29,0.9,19.1,9,9.73
Cgl3011,116.81,70.82,126.74,317.15,273.68,139.64
Cgl3012,75.33,41.58,78.32,83.08,79.54,48.85
Cgl3013,1.22,1.78,2.81,14.2,12.77,5.36
Cgl3014,11.03,6.7,16.86,24.59,34.99,9.67
Cgl3015,1051.06,683.64,979.93,4380.33,4034.85,1937.32
Cgl3016,3.66,2.04,3.91,24.93,23.17,8.9
Cgl3017,9.01,1.73,4.37,25.1,18.9,12.08
Cgl3018,156.23,100.84,156.67,324.81,293.49,135.71
Cgl3019,2.36,2.89,3.41,4.38,7.32,1.87
Cgl3020,7.23,7.32,9.55,22.51,17.52,5.24
Cgl3021,67.33,49.7,59.8,265.64,254.11,133.68
Cgl3022,56.25,30.2,47.08,197.77,192.75,113.25
Cgl3023,0.72,0.32,2.12,14.81,17.05,7.78
Cgl3024,0,0,0,5.73,8.72,1.95
Cgl3025,0,0,0,1.03,1.18,0.15
Cgl3026,0.15,0,0,1.01,1.43,1.06
Cgl3027,62.96,44.98,79.87,183.96,176.16,105.2
Cgl3028,22.63,19.15,21.51,49.7,41.72,23.6
Cgl3029,10.86,8.49,16.19,47.7,55.56,29.16
Cgl3031,12.02,13.39,5.87,43.51,54.3,22.2
Cgl3032,45.72,20.81,36.9,89.76,113.07,52.71
Cgl3033,28.16,22.44,23.75,71.11,81.18,41.27
Cgl3034,39.96,25.21,32.27,121.56,149.13,50.04
Cgl3035,46.63,29.45,54.77,122.84,149.22,59.36
Cgl3036,577.48,608.98,649.31,902.55,490.39,732.61
Cgl3037,87.43,54.93,94.12,541.81,331.66,227.08
Cgl3038,32.71,17.1,40.47,657.67,779.83,228.73
Cgl3039,202.26,163.77,248.63,826.3,810.49,692.38
Cgl3040,27.27,14.25,40.35,334.99,301.52,110.08
Cgl3041,36.78,20.86,44.46,59.12,50.95,24.74
Cgl3042,19.85,18.87,24.9,59.04,49.46,36.63
Cgl3043,9.17,3.68,10.42,34.68,20.8,12.33
Cgl3044,26.44,5.8,16.28,139.92,117.74,71.72
Cgl3045,3.09,0.96,2.46,4.27,5.63,2.97
Cgl3046,9.39,1.1,2.83,26.51,34.26,9.45
Cgl3047,0,0,0,0.71,4.63,1.94
Cgl3048,3.84,0,1.16,15.41,7.38,5.71
Cgl3049,9.53,5.22,12.91,38.42,31.16,11.8
Cgl3051,2.16,0.47,0,7.66,8.48,2.8
Cgl3052,12.24,8.79,6.03,24.95,20.72,11.03
Cgl3053,78.83,62,96.73,299.62,246.66,160.34
Cgl3055,2.92,1.92,5.6,9.38,6.47,2.17
Cgl3056,9.67,6.11,10.76,52.11,59,26.95
Cgl3057,3.92,2.29,3.2,33.55,40.02,15.52
Cgl3058,3.33,1.29,3.25,25.23,27.97,18.5
Cgl3059,7.54,5.77,4.58,32.77,36.85,16.1
Cgl3060,19.24,14.39,19.76,47.53,38.88,25.22
Cgl3061,23.32,16.81,33.58,57.95,52.22,28.37
Cgl3062,32.94,31.54,54.2,75.34,74,42.53
Cgl3063,37.32,36.19,39.8,62.65,63.78,36.23
Cgl3064,0.93,0.65,0.71,12.72,27.53,5.61
Cgl3065,0,0,0,0.33,0.27,0.1
Cgl3066,15.19,13.32,15.91,11.91,12.46,13.25
Cgl3067,21.27,14.35,32.01,63.05,44.73,28.9
Cgl3068,7.54,5.33,9.84,10.54,9.75,4.26
Cgl3069,9.29,7.42,9.25,13.59,10.42,7.79
Cgl3070,80.67,37.13,62.4,182.96,82.16,85.06
Cgl3072,0.72,0,0,0.79,0,0.54
Cgl3071,0,0,0,0,0,0
Cgl3073,6.89,1.73,4.44,51.1,53.66,7.31
Cgl3074,0,0,0,0.27,0.11,0.37
Cgl3075,16.63,6.6,15.55,33.11,62.57,11.47
Cgl3076,45.61,35.43,50.97,151.2,133.61,64.06
Cgl3077,17.37,17.08,25.19,69.92,54.37,31.28
Cgl3078,0.98,0,0,2.15,2.18,0.49
Cgl3079,85.69,42.15,62.46,340.16,374.85,117.63
Cgl3080,4.1,1.54,2.64,15.36,10.64,3.19
Cgl3081,58.91,30.65,70.33,487.42,409.01,142.42
Cgl3082,1.17,1.54,4.76,1.92,4.93,0.29
Cgl3083,19.4,21.52,19.84,24.17,19.86,20.77
Cgl3084,26.22,16.8,30.35,42.63,48.58,19.14
Cgl3085,11.66,5.05,11.77,18.75,23.9,7.2
Cgl3086,5.46,1.29,3.04,7.24,8.57,6.98
Cgl3087,10.45,8.03,11.27,9.52,8.37,9.83
Cgl3088,41.28,39.62,45.75,58.25,53.72,33.84
Cgl3089,0,0,0.3,0,0,0.5
Cgl3090,72.38,57.86,79.25,317.35,326.85,140.64
Cgl3091,44.63,17.09,32.36,167.36,152.45,85.31
Cgl3092,146.56,113.39,161.25,337.97,379.71,232
Cgl3093,3.94,8.34,10.96,31.74,32.72,20.31
Cgl3094,47.52,34.94,45.83,205.31,218.7,109.64
Cgl3095,76.27,51.62,75.85,267.28,313.12,191.39
Cgl3096,10.35,7.09,13.72,90.14,78.69,35.23
Cgl3097,68.75,47.93,63.63,82.05,81.69,45.68
Cgl3098,29.39,24.44,32.03,17.45,13.03,21.83
Cgl3099,15.56,2.48,6.39,29.38,18.19,3.5
